"originalWord","lemma","strong","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTextFrequency","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"λέγων","λέγω","G30040","1jn","2","6","1","λέγων",1,0,"says that",2,0,"λέγων = says that",0.006,"For λέγων - Specific alignment ""λέγων = says that"" used infrequently: 0.6% out of 180 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","1jn","2","9","0","ὁ λέγων",2,0,"The one who says that",5,0,"ὁ λέγων = The one who says that",0.006,"For λέγων - Specific alignment ""ὁ λέγων = The one who says that"" used infrequently: 0.6% out of 180 total alignments, threshold 5%","","For λέγων - Too many target language words in alignment: 5, threshold 5","",""
"χάριν","χάρις","G54850","1jn","3","12","13","καὶ χάριν",2,0,"reason",1,0,"καὶ χάριν = reason",0.019,"For χάριν - Specific alignment ""καὶ χάριν = reason"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"ἀδελφοί","ἀδελφός","G00800","1jn","3","13","2","ἀδελφοί",1,0,"my brothers",2,0,"ἀδελφοί = my brothers",0.009,"For ἀδελφοί - Specific alignment ""ἀδελφοί = my brothers"" used infrequently: 0.9% out of 116 total alignments, threshold 5%","","","",""
"κόσμου","κόσμος","G28890","1jn","3","17","3","τοῦ κόσμου",2,0,"world s",2,0,"τοῦ κόσμου = world s",0.012,"For κόσμου - Specific alignment ""τοῦ κόσμου = world s"" used infrequently: 1.2% out of 83 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","1jn","3","18","4","λόγῳ",1,0,"in word",2,0,"λόγῳ = in word",0.02,"For λόγῳ - Specific alignment ""λόγῳ = in word"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","1jn","3","20","9","τῆς καρδίας",2,0,"hearts",1,0,"τῆς καρδίας = hearts",0.03,"For καρδίας - Specific alignment ""τῆς καρδίας = hearts"" used infrequently: 3.0% out of 67 total alignments, threshold 5%","","","",""
"δύναται","δύναμαι","G14100","1jn","3","9","13","καὶ οὐ δύναται",3,0,"He cannot continue",3,0,"καὶ οὐ δύναται = He cannot continue",0.012,"For δύναται - Specific alignment ""καὶ οὐ δύναται = He cannot continue"" used infrequently: 1.2% out of 81 total alignments, threshold 5%","For δύναται - Too many original language words in alignment: 3, threshold 3","","",""
"Πνεύματος","πνεῦμα","G41510","1jn","4","13","15","τοῦ Πνεύματος",2,0,"of",1,0,"τοῦ Πνεύματος = of",0.009,"For Πνεύματος - Specific alignment ""τοῦ Πνεύματος = of"" used infrequently: 0.9% out of 113 total alignments, threshold 5%","","","",""
"Πνεύματος","πνεῦμα","G41510","1jn","4","13","17","τοῦ Πνεύματος",2,0,"Spirit",1,0,"τοῦ Πνεύματος = Spirit",0.027,"For Πνεύματος - Specific alignment ""τοῦ Πνεύματος = Spirit"" used infrequently: 2.7% out of 113 total alignments, threshold 5%","","","",""
"ζωὴν","ζωή","G22220","1jn","5","11","8","ὅτι ζωὴν",2,0,"life",1,0,"ὅτι ζωὴν = life",0.018,"For ζωὴν - Specific alignment ""ὅτι ζωὴν = life"" used infrequently: 1.8% out of 55 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","1jn","5","16","24","λέγω",1,0,"I am",2,0,"λέγω = I am",0.013,"For λέγω - Specific alignment ""λέγω = I am"" used infrequently: 1.3% out of 225 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","1jn","5","16","26","λέγω",1,0,"saying",1,0,"λέγω = saying",0.009,"For λέγω - Specific alignment ""λέγω = saying"" used infrequently: 0.9% out of 225 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","1jn","5","2","5","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","1jn","5","3","4","τοῦ Θεοῦ",2,0,"for God",2,0,"τοῦ Θεοῦ = for God",0.001,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = for God"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"Πνεύματι","πνεῦμα","G41510","1pe","1","12","18","Πνεύματι",1,0,"by the",2,0,"Πνεύματι = by the",0.013,"For Πνεύματι - Specific alignment ""Πνεύματι = by the"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","1pe","1","2","14","χάρις",1,0,"May grace be",3,0,"χάρις = May grace be",0.05,"For χάρις - Specific alignment ""χάρις = May grace be"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"Πατρός","πατήρ","G39620","1pe","1","2","3","Πατρός",1,0,"the Father",2,0,"Πατρός = the Father",0.049,"For Πατρός - Specific alignment ""Πατρός = the Father"" used infrequently: 4.9% out of 41 total alignments, threshold 5%","","","",""
"Πνεύματος","πνεῦμα","G41510","1pe","1","2","6","Πνεύματος",1,0,"the Spirit",2,0,"Πνεύματος = the Spirit",0.027,"For Πνεύματος - Specific alignment ""Πνεύματος = the Spirit"" used infrequently: 2.7% out of 113 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","1pe","1","20","0","προεγνωσμένου μὲν",2,0,"He was chosen",3,0,"προεγνωσμένου μὲν = He was chosen",0.008,"For μὲν - Specific alignment ""προεγνωσμένου μὲν = He was chosen"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","1pe","1","5","3","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"πίστεως","πίστις","G41020","1pe","1","9","3","τῆς πίστεως",2,0,"of",1,0,"τῆς πίστεως = of",0.029,"For πίστεως - Specific alignment ""τῆς πίστεως = of"" used infrequently: 2.9% out of 105 total alignments, threshold 5%","","","",""
"Κύριον","κύριος","G29620","1pe","2","13","6","Κύριον",1,0,"Lord s",2,0,"Κύριον = Lord s",0.015,"For Κύριον - Specific alignment ""Κύριον = Lord s"" used infrequently: 1.5% out of 65 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","1pe","2","15","3","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","1pe","2","19","2","χάρις",1,0,"praiseworthy",1,0,"χάρις = praiseworthy",0.017,"For χάρις - Specific alignment ""χάρις = praiseworthy"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","1pe","2","20","15","χάρις",1,0,"worthy of praise",3,0,"χάρις = worthy of praise",0.017,"For χάρις - Specific alignment ""χάρις = worthy of praise"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","1pe","2","22","1","ἐποίησεν",1,0,"committed",1,0,"ἐποίησεν = committed",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = committed"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","1pe","2","4","6","μὲν ἀποδεδοκιμασμένον",2,0,"that has been rejected",4,0,"μὲν ἀποδεδοκιμασμένον = that has been rejected",0.008,"For μὲν - Specific alignment ""μὲν ἀποδεδοκιμασμένον = that has been rejected"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","1pe","2","5","19","Θεῷ",1,0,"to God",2,0,"Θεῷ = to God",0.035,"For Θεῷ - Specific alignment ""Θεῷ = to God"" used infrequently: 3.5% out of 171 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","1pe","3","15","15","λόγον",1,0,"the reason",2,0,"λόγον = the reason",0.007,"For λόγον - Specific alignment ""λόγον = the reason"" used infrequently: 0.7% out of 134 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","1pe","3","18","16","μὲν σαρκὶ",2,0,"in the flesh",3,0,"μὲν σαρκὶ = in the flesh",0.008,"For μὲν - Specific alignment ""μὲν σαρκὶ = in the flesh"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"ἁμαρτίας","ἁμαρτία","G02660","1pe","4","1","13","ἁμαρτίας",1,0,"from sin",2,0,"ἁμαρτίας = from sin",0.017,"For ἁμαρτίας - Specific alignment ""ἁμαρτίας = from sin"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","1pe","4","10","6","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","1pe","4","11","4","λόγια Θεοῦ",2,0,"with God s words",4,0,"λόγια Θεοῦ = with God s words",0.001,"For Θεοῦ - Specific alignment ""λόγια Θεοῦ = with God s words"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","1pe","4","13","3","τοῖς τοῦ Χριστοῦ παθήμασιν",4,0,"the sufferings of Christ",4,0,"τοῖς τοῦ Χριστοῦ παθήμασιν = the sufferings of Christ",0.004,"For Χριστοῦ - Specific alignment ""τοῖς τοῦ Χριστοῦ παθήμασιν = the sufferings of Christ"" used infrequently: 0.4% out of 255 total alignments, threshold 5%","For Χριστοῦ - Too many original language words in alignment: 4, threshold 3","","",""
"Χριστοῦ","χριστός","G55470","1pe","4","14","3","Χριστοῦ",1,0,"Christ s",2,0,"Χριστοῦ = Christ s",0.02,"For Χριστοῦ - Specific alignment ""Χριστοῦ = Christ s"" used infrequently: 2.0% out of 255 total alignments, threshold 5%","","","",""
"ὀνόματι","ὄνομα","G36860","1pe","4","16","10","ἐν τῷ ὀνόματι",3,0,"with",1,0,"ἐν τῷ ὀνόματι = with",0.013,"For ὀνόματι - Specific alignment ""ἐν τῷ ὀνόματι = with"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","For ὀνόματι - Too many original language words in alignment: 3, threshold 3","","",""
"ὀνόματι","ὄνομα","G36860","1pe","4","16","12","ἐν τῷ ὀνόματι",3,0,"name",1,0,"ἐν τῷ ὀνόματι = name",0.013,"For ὀνόματι - Specific alignment ""ἐν τῷ ὀνόματι = name"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","For ὀνόματι - Too many original language words in alignment: 3, threshold 3","","",""
"Θεοῦ","θεός","G23160","1pe","4","19","5","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","1pe","4","2","11","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","1pe","4","5","2","λόγον",1,0,"an account",2,0,"λόγον = an account",0.03,"For λόγον - Specific alignment ""λόγον = an account"" used infrequently: 3.0% out of 134 total alignments, threshold 5%","","","",""
"Θεὸν","θεός","G23160","1pe","4","6","12","δὲ κατὰ Θεὸν",3,0,"the way God does",4,0,"δὲ κατὰ Θεὸν = the way God does",0.014,"For Θεὸν - Specific alignment ""δὲ κατὰ Θεὸν = the way God does"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","For Θεὸν - Too many original language words in alignment: 3, threshold 3","","",""
"μὲν","μέν","G33030","1pe","4","6","6","κριθῶσι μὲν",2,0,"although they have been judged",5,0,"κριθῶσι μὲν = although they have been judged",0.008,"For μὲν - Specific alignment ""κριθῶσι μὲν = although they have been judged"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","For μὲν - Too many target language words in alignment: 5, threshold 5","",""
"δόξης","δόξα","G13910","1pe","5","1","13","τῆς μελλούσης ἀποκαλύπτεσθαι δόξης",4,0,"in the glory that will be revealed",7,0,"τῆς μελλούσης ἀποκαλύπτεσθαι δόξης = in the glory that will be revealed",0.019,"For δόξης - Specific alignment ""τῆς μελλούσης ἀποκαλύπτεσθαι δόξης = in the glory that will be revealed"" used infrequently: 1.9% out of 54 total alignments, threshold 5%","For δόξης - Too many original language words in alignment: 4, threshold 3","For δόξης - Too many target language words in alignment: 7, threshold 5","",""
"Χριστοῦ","χριστός","G55470","1pe","5","1","8","τῶν τοῦ Χριστοῦ παθημάτων",4,0,"of the sufferings of Christ",5,0,"τῶν τοῦ Χριστοῦ παθημάτων = of the sufferings of Christ",0.004,"For Χριστοῦ - Specific alignment ""τῶν τοῦ Χριστοῦ παθημάτων = of the sufferings of Christ"" used infrequently: 0.4% out of 255 total alignments, threshold 5%","For Χριστοῦ - Too many original language words in alignment: 4, threshold 3","For Χριστοῦ - Too many target language words in alignment: 5, threshold 5","",""
"αἰώνιον","αἰώνιος","G01660","1pe","5","10","10","τὴν αἰώνιον αὐτοῦ δόξαν",4,0,"his eternal glory",3,0,"τὴν αἰώνιον αὐτοῦ δόξαν = his eternal glory",0.022,"For αἰώνιον - Specific alignment ""τὴν αἰώνιον αὐτοῦ δόξαν = his eternal glory"" used infrequently: 2.2% out of 45 total alignments, threshold 5%","For αἰώνιον - Too many original language words in alignment: 4, threshold 3","","",""
"δόξαν","δόξα","G13910","1pe","5","10","10","τὴν αἰώνιον αὐτοῦ δόξαν",4,0,"his eternal glory",3,0,"τὴν αἰώνιον αὐτοῦ δόξαν = his eternal glory",0.017,"For δόξαν - Specific alignment ""τὴν αἰώνιον αὐτοῦ δόξαν = his eternal glory"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","For δόξαν - Too many original language words in alignment: 4, threshold 3","","",""
"Θεοῦ","θεός","G23160","1pe","5","2","1","τοῦ Θεοῦ",2,0,"of God s",3,0,"τοῦ Θεοῦ = of God s",0.003,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = of God s"" used infrequently: 0.3% out of 712 total alignments, threshold 5%","","","",""
